Country,Date,Stock_Index,Index_Value,Daily_Change_Percent,Market_Cap_Trillion_USD,Bond_Yield_10Y_Percent,"('Country', '')","('Date', '')","('Stock_Index', '')","('Index_Value', '')","('Daily_Change_Percent', '')","('Market_Cap_Trillion_USD', '')","('Bond_Yield_10Y_Percent', '')"
,,,,,,,Brazil,2022-04-14,^BVSP,116182.0,-0.5137778082238698,,
,,,,,,,Brazil,2022-04-18,^BVSP,115687.0,-0.4260556712743835,,
,,,,,,,Brazil,2022-04-19,^BVSP,115057.0,-0.5445728560685259,,
,,,,,,,Brazil,2022-04-20,^BVSP,114344.0,-0.6196928478927832,,
,,,,,,,Brazil,2022-04-22,^BVSP,111078.0,-2.856293290421885,,
,,,,,,,Brazil,2022-04-25,^BVSP,110685.0,-0.3538054340193386,,
,,,,,,,Brazil,2022-04-26,^BVSP,108213.0,-2.2333649546008916,,
,,,,,,,Brazil,2022-04-27,^BVSP,109349.0,1.0497814495485702,,
,,,,,,,Brazil,2022-04-28,^BVSP,109919.0,0.521266769700679,,
,,,,,,,Brazil,2022-04-29,^BVSP,107876.0,-1.8586413631856202,,
,,,,,,,Brazil,2022-05-02,^BVSP,106639.0,-1.146686936853425,,
,,,,,,,Brazil,2022-05-03,^BVSP,106528.0,-0.10408949821359981,,
,,,,,,,Brazil,2022-05-04,^BVSP,108344.0,1.7047161309702519,,
,,,,,,,Brazil,2022-05-05,^BVSP,105304.0,-2.805877575131066,,
,,,,,,,Brazil,2022-05-06,^BVSP,105135.0,-0.1604877307604613,,
,,,,,,,Brazil,2022-05-09,^BVSP,103250.0,-1.7929328958006363,,
,,,,,,,Brazil,2022-05-10,^BVSP,103110.0,-0.1355932203389809,,
,,,,,,,Brazil,2022-05-11,^BVSP,104397.0,1.2481815536805385,,
,,,,,,,Brazil,2022-05-12,^BVSP,105688.0,1.2366255735318132,,
,,,,,,,Brazil,2022-05-13,^BVSP,106924.0,1.1694799788055432,,
,,,,,,,Brazil,2022-05-16,^BVSP,108233.0,1.2242340353896264,,
,,,,,,,Brazil,2022-05-17,^BVSP,108789.0,0.5137065405190544,,
,,,,,,,Brazil,2022-05-18,^BVSP,106247.0,-2.3366332993225436,,
,,,,,,,Brazil,2022-05-19,^BVSP,107005.0,0.7134319086656626,,
,,,,,,,Brazil,2022-05-20,^BVSP,108488.0,1.3859165459557898,,
,,,,,,,Brazil,2022-05-23,^BVSP,110346.0,1.7126318118132922,,
,,,,,,,Brazil,2022-05-24,^BVSP,110581.0,0.21296648723108103,,
,,,,,,,Brazil,2022-05-25,^BVSP,110580.0,-0.0009043144844067541,,
,,,,,,,Brazil,2022-05-26,^BVSP,111890.0,1.1846626876469424,,
,,,,,,,Brazil,2022-05-27,^BVSP,111942.0,0.04647421574761612,,
,,,,,,,Brazil,2022-05-30,^BVSP,111032.0,-0.8129209769344836,,
,,,,,,,Brazil,2022-05-31,^BVSP,111351.0,0.2873045608473124,,
,,,,,,,Brazil,2022-06-01,^BVSP,111360.0,0.008082549775045855,,
,,,,,,,Brazil,2022-06-02,^BVSP,112393.0,0.9276221264367779,,
,,,,,,,Brazil,2022-06-03,^BVSP,111102.0,-1.148648047476264,,
,,,,,,,Brazil,2022-06-06,^BVSP,110186.0,-0.8244676063437151,,
,,,,,,,Brazil,2022-06-07,^BVSP,110070.0,-0.10527653240883783,,
,,,,,,,Brazil,2022-06-08,^BVSP,108368.0,-1.5462887253565927,,
,,,,,,,Brazil,2022-06-09,^BVSP,107094.0,-1.1756238003838737,,
,,,,,,,Brazil,2022-06-10,^BVSP,105481.0,-1.5061534726501957,,
,,,,,,,Brazil,2022-06-13,^BVSP,102598.0,-2.733193655729471,,
,,,,,,,Brazil,2022-06-14,^BVSP,102063.0,-0.5214526598959046,,
,,,,,,,Brazil,2022-06-15,^BVSP,102807.0,0.7289615237647373,,
,,,,,,,Brazil,2022-06-17,^BVSP,99825.0,-2.900580699757793,,
,,,,,,,Brazil,2022-06-20,^BVSP,99853.0,0.028049085900327952,,
,,,,,,,Brazil,2022-06-21,^BVSP,99685.0,-0.1682473235656401,,
,,,,,,,Brazil,2022-06-22,^BVSP,99522.0,-0.1635150724783041,,
,,,,,,,Brazil,2022-06-23,^BVSP,98080.0,-1.4489258656377513,,
,,,,,,,Brazil,2022-06-24,^BVSP,98672.0,0.6035889070146849,,
,,,,,,,Brazil,2022-06-27,^BVSP,100764.0,2.1201556672612254,,
,,,,,,,Brazil,2022-06-28,^BVSP,100591.0,-0.1716883013774706,,
,,,,,,,Brazil,2022-06-29,^BVSP,99622.0,-0.9633068564782188,,
,,,,,,,Brazil,2022-06-30,^BVSP,98542.0,-1.0840978900242937,,
,,,,,,,Brazil,2022-07-01,^BVSP,98954.0,0.4180958373079413,,
,,,,,,,Brazil,2022-07-04,^BVSP,98609.0,-0.34864684600925955,,
,,,,,,,Brazil,2022-07-05,^BVSP,98295.0,-0.3184293522903614,,
,,,,,,,Brazil,2022-07-06,^BVSP,98719.0,0.43135459585941227,,
,,,,,,,Brazil,2022-07-07,^BVSP,100730.0,2.037095189375915,,
,,,,,,,Brazil,2022-07-08,^BVSP,100289.0,-0.43780403057679385,,
,,,,,,,Brazil,2022-07-11,^BVSP,98212.0,-2.0710147673224433,,
,,,,,,,Brazil,2022-07-12,^BVSP,98271.0,0.0600741253614645,,
,,,,,,,Brazil,2022-07-13,^BVSP,97881.0,-0.39686173947552916,,
,,,,,,,Brazil,2022-07-14,^BVSP,96121.0,-1.798101776647154,,
,,,,,,,Brazil,2022-07-15,^BVSP,96551.0,0.4473528157218576,,
,,,,,,,Brazil,2022-07-18,^BVSP,96916.0,0.37803854957483285,,
,,,,,,,Brazil,2022-07-19,^BVSP,98245.0,1.3712906021709603,,
,,,,,,,Brazil,2022-07-20,^BVSP,98287.0,0.042750267189162194,,
,,,,,,,Brazil,2022-07-21,^BVSP,99033.0,0.7590016991056769,,
,,,,,,,Brazil,2022-07-22,^BVSP,98925.0,-0.10905455757171945,,
,,,,,,,Brazil,2022-07-25,^BVSP,100270.0,1.3596158706090433,,
,,,,,,,Brazil,2022-07-26,^BVSP,99772.0,-0.49665902064426337,,
,,,,,,,Brazil,2022-07-27,^BVSP,101438.0,1.6698071603255427,,
,,,,,,,Brazil,2022-07-28,^BVSP,102597.0,1.1425698456199784,,
,,,,,,,Brazil,2022-07-29,^BVSP,103165.0,0.5536224256069922,,
,,,,,,,Brazil,2022-08-01,^BVSP,102225.0,-0.9111617312072884,,
,,,,,,,Brazil,2022-08-02,^BVSP,103362.0,1.1122523844460774,,
,,,,,,,Brazil,2022-08-03,^BVSP,103775.0,0.3995665718542707,,
,,,,,,,Brazil,2022-08-04,^BVSP,105892.0,2.039990363767763,,
,,,,,,,Brazil,2022-08-05,^BVSP,106472.0,0.5477278736826241,,
,,,,,,,Brazil,2022-08-08,^BVSP,108402.0,1.8126831467428106,,
,,,,,,,Brazil,2022-08-09,^BVSP,108651.0,0.22970055903026587,,
,,,,,,,Brazil,2022-08-10,^BVSP,110236.0,1.458799274742062,,
,,,,,,,Brazil,2022-08-11,^BVSP,109718.0,-0.46990093980188163,,
,,,,,,,Brazil,2022-08-12,^BVSP,112764.0,2.776208097121713,,
,,,,,,,Brazil,2022-08-15,^BVSP,113032.0,0.23766450285551688,,
,,,,,,,Brazil,2022-08-16,^BVSP,113512.0,0.4246585037865458,,
,,,,,,,Brazil,2022-08-17,^BVSP,113708.0,0.17266896891958705,,
,,,,,,,Brazil,2022-08-18,^BVSP,113813.0,0.09234178773700474,,
,,,,,,,Brazil,2022-08-19,^BVSP,111496.0,-2.0357955593824917,,
,,,,,,,Brazil,2022-08-22,^BVSP,110501.0,-0.8924086962761035,,
,,,,,,,Brazil,2022-08-23,^BVSP,112857.0,2.1321074017429664,,
,,,,,,,Brazil,2022-08-24,^BVSP,112898.0,0.03632915991031993,,
,,,,,,,Brazil,2022-08-25,^BVSP,113532.0,0.5615688497581983,,
,,,,,,,Brazil,2022-08-26,^BVSP,112299.0,-1.0860374167635523,,
,,,,,,,Brazil,2022-08-29,^BVSP,112323.0,0.02137151711056884,,
,,,,,,,Brazil,2022-08-30,^BVSP,110431.0,-1.684427944410316,,
,,,,,,,Brazil,2022-08-31,^BVSP,109523.0,-0.8222328875044149,,
,,,,,,,Brazil,2022-09-01,^BVSP,110405.0,0.8053103001196105,,
,,,,,,,Brazil,2022-09-02,^BVSP,110864.0,0.4157420406684542,,
,,,,,,,Brazil,2022-09-05,^BVSP,112203.0,1.2077861163227066,,
,,,,,,,Brazil,2022-09-06,^BVSP,109764.0,-2.1737386700890315,,
,,,,,,,Brazil,2022-09-08,^BVSP,109916.0,0.1384789184067703,,
,,,,,,,Brazil,2022-09-09,^BVSP,112300.0,2.168929000327524,,
,,,,,,,Brazil,2022-09-12,^BVSP,113407.0,0.9857524487978608,,
,,,,,,,Brazil,2022-09-13,^BVSP,110794.0,-2.3040905764194486,,
,,,,,,,Brazil,2022-09-14,^BVSP,110547.0,-0.22293626008628165,,
,,,,,,,Brazil,2022-09-15,^BVSP,109954.0,-0.536423421712029,,
,,,,,,,Brazil,2022-09-16,^BVSP,109280.0,-0.6129836113283771,,
,,,,,,,Brazil,2022-09-19,^BVSP,111824.0,2.327964860907761,,
,,,,,,,Brazil,2022-09-20,^BVSP,112517.0,0.6197238517670733,,
,,,,,,,Brazil,2022-09-21,^BVSP,111936.0,-0.5163664157416203,,
,,,,,,,Brazil,2022-09-22,^BVSP,114070.0,1.906446540880502,,
,,,,,,,Brazil,2022-09-23,^BVSP,111716.0,-2.0636451301832226,,
,,,,,,,Brazil,2022-09-26,^BVSP,109114.0,-2.3291202692541813,,
,,,,,,,Brazil,2022-09-27,^BVSP,108376.0,-0.6763568378026608,,
,,,,,,,Brazil,2022-09-28,^BVSP,108451.0,0.06920351369306132,,
,,,,,,,Brazil,2022-09-29,^BVSP,107664.0,-0.7256733455662023,,
,,,,,,,Brazil,2022-09-30,^BVSP,110037.0,2.204079358002664,,
,,,,,,,Brazil,2022-10-03,^BVSP,116134.0,5.540863527722495,,
,,,,,,,Brazil,2022-10-04,^BVSP,116230.0,0.08266313052163188,,
,,,,,,,Brazil,2022-10-05,^BVSP,117198.0,0.8328314548739613,,
,,,,,,,Brazil,2022-10-06,^BVSP,117561.0,0.3097322479905795,,
,,,,,,,Brazil,2022-10-07,^BVSP,116375.0,-1.0088379649713763,,
,,,,,,,Brazil,2022-10-10,^BVSP,115941.0,-0.37293233082706934,,
,,,,,,,Brazil,2022-10-11,^BVSP,114827.0,-0.9608335273975532,,
,,,,,,,Brazil,2022-10-13,^BVSP,114300.0,-0.45895129194353235,,
,,,,,,,Brazil,2022-10-14,^BVSP,112072.0,-1.9492563429571286,,
,,,,,,,Brazil,2022-10-17,^BVSP,113624.0,1.3848240416874935,,
,,,,,,,Brazil,2022-10-18,^BVSP,115743.0,1.8649229036119097,,
,,,,,,,Brazil,2022-10-19,^BVSP,116274.0,0.45877504471112385,,
,,,,,,,Brazil,2022-10-20,^BVSP,117171.0,0.771453635378494,,
,,,,,,,Brazil,2022-10-21,^BVSP,119929.0,2.353824751858391,,
,,,,,,,Brazil,2022-10-24,^BVSP,116013.0,-3.265265281958496,,
,,,,,,,Brazil,2022-10-25,^BVSP,114626.0,-1.1955556704852044,,
,,,,,,,Brazil,2022-10-26,^BVSP,112764.0,-1.624413309371342,,
,,,,,,,Brazil,2022-10-27,^BVSP,114641.0,1.66453832783513,,
,,,,,,,Brazil,2022-10-28,^BVSP,114539.0,-0.08897340393052566,,
,,,,,,,Brazil,2022-10-31,^BVSP,116037.0,1.3078514741703628,,
,,,,,,,Brazil,2022-11-01,^BVSP,116929.0,0.7687203219662653,,
,,,,,,,Brazil,2022-11-03,^BVSP,116896.0,-0.028222254530529955,,
,,,,,,,Brazil,2022-11-04,^BVSP,118155.0,1.0770257322748389,,
,,,,,,,Brazil,2022-11-07,^BVSP,115342.0,-2.3807710211163347,,
,,,,,,,Brazil,2022-11-08,^BVSP,116160.0,0.7091952627837239,,
,,,,,,,Brazil,2022-11-09,^BVSP,113580.0,-2.221074380165289,,
,,,,,,,Brazil,2022-11-10,^BVSP,109775.0,-3.350061630568757,,
,,,,,,,Brazil,2022-11-11,^BVSP,112253.0,2.2573445684354265,,
,,,,,,,Brazil,2022-11-14,^BVSP,113161.0,0.808887067606201,,
,,,,,,,Brazil,2022-11-16,^BVSP,110243.0,-2.5786269120986915,,
,,,,,,,Brazil,2022-11-17,^BVSP,109703.0,-0.48982701849550336,,
,,,,,,,Brazil,2022-11-18,^BVSP,108880.0,-0.7502073781026963,,
,,,,,,,Brazil,2022-11-21,^BVSP,109748.0,0.7972079353416595,,
,,,,,,,Brazil,2022-11-22,^BVSP,109037.0,-0.6478477967707841,,
,,,,,,,Brazil,2022-11-23,^BVSP,108683.0,-0.32466043636564246,,
,,,,,,,Brazil,2022-11-24,^BVSP,111831.0,2.896497152268518,,
,,,,,,,Brazil,2022-11-25,^BVSP,108977.0,-2.5520651697650942,,
,,,,,,,Brazil,2022-11-28,^BVSP,108782.0,-0.17893683988364772,,
,,,,,,,Brazil,2022-11-29,^BVSP,110910.0,1.9562059899615791,,
,,,,,,,Brazil,2022-11-30,^BVSP,112486.0,1.4209719592462422,,
,,,,,,,Brazil,2022-12-01,^BVSP,110926.0,-1.3868392511068084,,
,,,,,,,Brazil,2022-12-02,^BVSP,111924.0,0.8996988983646759,,
,,,,,,,Brazil,2022-12-05,^BVSP,109401.0,-2.254208212715769,,
,,,,,,,Brazil,2022-12-06,^BVSP,109533.0,0.12065703238544057,,
,,,,,,,Brazil,2022-12-07,^BVSP,109361.0,-0.15703030137036444,,
,,,,,,,Brazil,2022-12-08,^BVSP,107245.0,-1.9348762355867244,,
,,,,,,,Brazil,2022-12-09,^BVSP,107689.0,0.4140053149330969,,
,,,,,,,Brazil,2022-12-12,^BVSP,105264.0,-2.2518548783998393,,
,,,,,,,Brazil,2022-12-13,^BVSP,103892.0,-1.3033895728834177,,
,,,,,,,Brazil,2022-12-14,^BVSP,103803.0,-0.08566588380241047,,
,,,,,,,Brazil,2022-12-15,^BVSP,103738.0,-0.06261861410556957,,
,,,,,,,Brazil,2022-12-16,^BVSP,102825.0,-0.8801017949063961,,
,,,,,,,Brazil,2022-12-19,^BVSP,104530.0,1.6581570629710773,,
,,,,,,,Brazil,2022-12-20,^BVSP,106979.0,2.342868076150384,,
,,,,,,,Brazil,2022-12-21,^BVSP,107313.0,0.3122108077286301,,
,,,,,,,Brazil,2022-12-22,^BVSP,107317.0,0.0037274141995835564,,
,,,,,,,Brazil,2022-12-23,^BVSP,109698.0,2.2186606036322276,,
,,,,,,,Brazil,2022-12-26,^BVSP,108738.0,-0.87512990209484,,
,,,,,,,Brazil,2022-12-27,^BVSP,108347.0,-0.3595799076679729,,
,,,,,,,Brazil,2022-12-28,^BVSP,110237.0,1.744395322436243,,
,,,,,,,Brazil,2022-12-29,^BVSP,110031.0,-0.18687010713281937,,
,,,,,,,Brazil,2023-01-02,^BVSP,106376.0,-3.3217911315901905,,
,,,,,,,Brazil,2023-01-03,^BVSP,104166.0,-2.077536286380388,,
,,,,,,,Brazil,2023-01-04,^BVSP,105334.0,1.1212871762379173,,
,,,,,,,Brazil,2023-01-05,^BVSP,107518.0,2.073404598705064,,
,,,,,,,Brazil,2023-01-06,^BVSP,108836.0,1.225841254487614,,
,,,,,,,Brazil,2023-01-09,^BVSP,109227.0,0.3592561284869067,,
,,,,,,,Brazil,2023-01-10,^BVSP,110912.0,1.542658866397506,,
,,,,,,,Brazil,2023-01-11,^BVSP,111763.0,0.7672749567224413,,
,,,,,,,Brazil,2023-01-12,^BVSP,111877.0,0.10200155686586054,,
,,,,,,,Brazil,2023-01-13,^BVSP,110916.0,-0.8589790573576339,,
,,,,,,,Brazil,2023-01-16,^BVSP,109213.0,-1.5353961556493156,,
,,,,,,,Brazil,2023-01-17,^BVSP,111439.0,2.0382188933551815,,
,,,,,,,Brazil,2023-01-18,^BVSP,112452.0,0.9090174893888081,,
,,,,,,,Brazil,2023-01-19,^BVSP,113006.0,0.49265464375911616,,
,,,,,,,Brazil,2023-01-20,^BVSP,112301.0,-0.6238606799638946,,
,,,,,,,Brazil,2023-01-23,^BVSP,111709.0,-0.5271547003143362,,
,,,,,,,Brazil,2023-01-24,^BVSP,113028.0,1.1807464036022175,,
,,,,,,,Brazil,2023-01-25,^BVSP,114195.0,1.0324875252149868,,
,,,,,,,Brazil,2023-01-26,^BVSP,114109.0,-0.0753097771356015,,
,,,,,,,Brazil,2023-01-27,^BVSP,112502.0,-1.4083025878765087,,
,,,,,,,Brazil,2023-01-30,^BVSP,111888.0,-0.5457680752342209,,
,,,,,,,Brazil,2023-01-31,^BVSP,113532.0,1.4693264693264707,,
,,,,,,,Brazil,2023-02-01,^BVSP,112303.0,-1.0825141810238526,,
,,,,,,,Brazil,2023-02-02,^BVSP,109935.0,-2.108581248942598,,
,,,,,,,Brazil,2023-02-03,^BVSP,108490.0,-1.3144130622640637,,
,,,,,,,Brazil,2023-02-06,^BVSP,108456.0,-0.0313392939441437,,
,,,,,,,Brazil,2023-02-07,^BVSP,107920.0,-0.49420963339972257,,
,,,,,,,Brazil,2023-02-08,^BVSP,109882.0,1.8180133432172063,,
,,,,,,,Brazil,2023-02-09,^BVSP,107783.0,-1.9102309750459567,,
,,,,,,,Brazil,2023-02-10,^BVSP,108150.0,0.3404989655140467,,
,,,,,,,Brazil,2023-02-13,^BVSP,108846.0,0.643550624133149,,
,,,,,,,Brazil,2023-02-14,^BVSP,107659.0,-1.090531576723075,,
,,,,,,,Brazil,2023-02-15,^BVSP,109442.0,1.6561550822504323,,
,,,,,,,Brazil,2023-02-16,^BVSP,109905.0,0.42305513422635777,,
,,,,,,,Brazil,2023-02-17,^BVSP,109303.0,-0.5477457804467512,,
,,,,,,,Brazil,2023-02-22,^BVSP,107152.0,-1.9679240277028054,,
,,,,,,,Brazil,2023-02-23,^BVSP,107720.0,0.5300880991488732,,
,,,,,,,Brazil,2023-02-24,^BVSP,105873.0,-1.7146305235796522,,
,,,,,,,Brazil,2023-02-27,^BVSP,105711.0,-0.15301351619393389,,
,,,,,,,Brazil,2023-02-28,^BVSP,104932.0,-0.7369147960004208,,
,,,,,,,Brazil,2023-03-01,^BVSP,104385.0,-0.521289978271644,,
,,,,,,,Brazil,2023-03-02,^BVSP,103326.0,-1.0145135795372906,,
,,,,,,,Brazil,2023-03-03,^BVSP,103866.0,0.5226177341617788,,
,,,,,,,Brazil,2023-03-06,^BVSP,104700.0,0.802957656981107,,
,,,,,,,Brazil,2023-03-07,^BVSP,104228.0,-0.45081184336198676,,
,,,,,,,Brazil,2023-03-08,^BVSP,106540.0,2.218213915646472,,
,,,,,,,Brazil,2023-03-09,^BVSP,105071.0,-1.3788248545147375,,
,,,,,,,Brazil,2023-03-10,^BVSP,103618.0,-1.3828744372852642,,
,,,,,,,Brazil,2023-03-13,^BVSP,103121.0,-0.4796463934837569,,
,,,,,,,Brazil,2023-03-14,^BVSP,102932.0,-0.18327983630880285,,
,,,,,,,Brazil,2023-03-15,^BVSP,102675.0,-0.24967939999223088,,
,,,,,,,Brazil,2023-03-16,^BVSP,103435.0,0.7401996591185789,,
,,,,,,,Brazil,2023-03-17,^BVSP,101982.0,-1.404746942524293,,
,,,,,,,Brazil,2023-03-20,^BVSP,100923.0,-1.0384185444490157,,
,,,,,,,Brazil,2023-03-21,^BVSP,100998.0,0.07431408103206749,,
,,,,,,,Brazil,2023-03-22,^BVSP,100221.0,-0.7693221647953385,,
,,,,,,,Brazil,2023-03-23,^BVSP,97926.0,-2.2899392342922154,,
,,,,,,,Brazil,2023-03-24,^BVSP,98829.0,0.9221248697996343,,
,,,,,,,Brazil,2023-03-27,^BVSP,99670.0,0.8509647977820167,,
,,,,,,,Brazil,2023-03-28,^BVSP,101185.0,1.5200160529748263,,
,,,,,,,Brazil,2023-03-29,^BVSP,101793.0,0.6008795770124031,,
,,,,,,,Brazil,2023-03-30,^BVSP,103713.0,1.8861807786390017,,
,,,,,,,Brazil,2023-03-31,^BVSP,101882.0,-1.7654488829751291,,
,,,,,,,Brazil,2023-04-03,^BVSP,101506.0,-0.36905439626234715,,
,,,,,,,Brazil,2023-04-04,^BVSP,101869.0,0.35761432821705963,,
,,,,,,,Brazil,2023-04-05,^BVSP,100978.0,-0.8746527402840876,,
,,,,,,,Brazil,2023-04-06,^BVSP,100822.0,-0.15448909663491328,,
,,,,,,,Brazil,2023-04-10,^BVSP,101847.0,1.0166431929539144,,
,,,,,,,Brazil,2023-04-11,^BVSP,106214.0,4.287804255402716,,
,,,,,,,Brazil,2023-04-12,^BVSP,106890.0,0.636450938670996,,
,,,,,,,Brazil,2023-04-13,^BVSP,106458.0,-0.4041538029750158,,
,,,,,,,Brazil,2023-04-14,^BVSP,106279.0,-0.16814142666591314,,
,,,,,,,Brazil,2023-04-17,^BVSP,106016.0,-0.24746186923099156,,
,,,,,,,Brazil,2023-04-18,^BVSP,106163.0,0.1386583157259258,,
,,,,,,,Brazil,2023-04-19,^BVSP,103913.0,-2.119382459048824,,
,,,,,,,Brazil,2023-04-20,^BVSP,104367.0,0.43690394849538183,,
,,,,,,,Brazil,2023-04-24,^BVSP,103947.0,-0.40242605421253463,,
,,,,,,,Brazil,2023-04-25,^BVSP,103220.0,-0.6993948839312369,,
,,,,,,,Brazil,2023-04-26,^BVSP,102312.0,-0.8796744816895963,,
,,,,,,,Brazil,2023-04-27,^BVSP,102923.0,0.5971929001485687,,
,,,,,,,Brazil,2023-04-28,^BVSP,104432.0,1.4661445935310935,,
,,,,,,,Brazil,2023-05-02,^BVSP,101927.0,-2.3986900566876024,,
,,,,,,,Brazil,2023-05-03,^BVSP,101797.0,-0.12754226063751428,,
,,,,,,,Brazil,2023-05-04,^BVSP,102174.0,0.37034490210909876,,
,,,,,,,Brazil,2023-05-05,^BVSP,105148.0,2.910720927046029,,
,,,,,,,Brazil,2023-05-08,^BVSP,106042.0,0.8502301517860467,,
,,,,,,,Brazil,2023-05-09,^BVSP,107114.0,1.0109202014296326,,
,,,,,,,Brazil,2023-05-10,^BVSP,107448.0,0.31181731613048047,,
,,,,,,,Brazil,2023-05-11,^BVSP,108256.0,0.7519916610825739,,
,,,,,,,Brazil,2023-05-12,^BVSP,108464.0,0.19213715637007578,,
,,,,,,,Brazil,2023-05-15,^BVSP,109029.0,0.5209101637409619,,
,,,,,,,Brazil,2023-05-16,^BVSP,108194.0,-0.7658512872721901,,
,,,,,,,Brazil,2023-05-17,^BVSP,109460.0,1.1701203393903459,,
,,,,,,,Brazil,2023-05-18,^BVSP,110108.0,0.5919970765576377,,
,,,,,,,Brazil,2023-05-19,^BVSP,110745.0,0.5785229047843954,,
,,,,,,,Brazil,2023-05-22,^BVSP,110213.0,-0.48038286152873866,,
,,,,,,,Brazil,2023-05-23,^BVSP,109929.0,-0.25768285048043404,,
,,,,,,,Brazil,2023-05-24,^BVSP,108800.0,-1.0270265353091501,,
,,,,,,,Brazil,2023-05-25,^BVSP,110054.0,1.15257352941176,,
,,,,,,,Brazil,2023-05-26,^BVSP,110906.0,0.7741654097079609,,
,,,,,,,Brazil,2023-05-29,^BVSP,110333.0,-0.5166537428092255,,
,,,,,,,Brazil,2023-05-30,^BVSP,108967.0,-1.2380702056501658,,
,,,,,,,Brazil,2023-05-31,^BVSP,108335.0,-0.5799921077023318,,
,,,,,,,Brazil,2023-06-01,^BVSP,110565.0,2.058429870309686,,
,,,,,,,Brazil,2023-06-02,^BVSP,112558.0,1.8025595803373484,,
,,,,,,,Brazil,2023-06-05,^BVSP,112696.0,0.12260345777288517,,
,,,,,,,Brazil,2023-06-06,^BVSP,114610.0,1.6983743877333701,,
,,,,,,,Brazil,2023-06-07,^BVSP,115488.0,0.7660762586161773,,
,,,,,,,Brazil,2023-06-09,^BVSP,117019.0,1.3256788584095291,,
,,,,,,,Brazil,2023-06-12,^BVSP,117336.0,0.27089617925293297,,
,,,,,,,Brazil,2023-06-13,^BVSP,116743.0,-0.5053862412217947,,
,,,,,,,Brazil,2023-06-14,^BVSP,119069.0,1.9924106798694607,,
,,,,,,,Brazil,2023-06-15,^BVSP,119221.0,0.12765707278972194,,
,,,,,,,Brazil,2023-06-16,^BVSP,118758.0,-0.3883544006508921,,
,,,,,,,Brazil,2023-06-19,^BVSP,119858.0,0.9262533892453462,,
,,,,,,,Brazil,2023-06-20,^BVSP,119622.0,-0.1968996646031118,,
,,,,,,,Brazil,2023-06-21,^BVSP,120420.0,0.6671013693133387,,
,,,,,,,Brazil,2023-06-22,^BVSP,118934.0,-1.2340142833416334,,
,,,,,,,Brazil,2023-06-23,^BVSP,118977.0,0.036154505860386266,,
,,,,,,,Brazil,2023-06-26,^BVSP,118243.0,-0.6169259604797528,,
,,,,,,,Brazil,2023-06-27,^BVSP,117523.0,-0.6089155383405376,,
,,,,,,,Brazil,2023-06-28,^BVSP,116681.0,-0.7164555023272068,,
,,,,,,,Brazil,2023-06-29,^BVSP,118383.0,1.4586779338538358,,
,,,,,,,Brazil,2023-06-30,^BVSP,118087.0,-0.2500359004248942,,
,,,,,,,Brazil,2023-07-03,^BVSP,119673.0,1.3430775614589274,,
,,,,,,,Brazil,2023-07-04,^BVSP,119076.0,-0.4988593918427764,,
,,,,,,,Brazil,2023-07-05,^BVSP,119549.0,0.3972253014881355,,
,,,,,,,Brazil,2023-07-06,^BVSP,117426.0,-1.775840868597811,,
,,,,,,,Brazil,2023-07-07,^BVSP,118898.0,1.2535554306541963,,
,,,,,,,Brazil,2023-07-10,^BVSP,117942.0,-0.8040505307069901,,
,,,,,,,Brazil,2023-07-11,^BVSP,117220.0,-0.6121653015889184,,
,,,,,,,Brazil,2023-07-12,^BVSP,117666.0,0.38048114656201726,,
,,,,,,,Brazil,2023-07-13,^BVSP,119264.0,1.3580813489028287,,
,,,,,,,Brazil,2023-07-14,^BVSP,117711.0,-1.3021532063321684,,
,,,,,,,Brazil,2023-07-17,^BVSP,118219.0,0.4315654441810812,,
,,,,,,,Brazil,2023-07-18,^BVSP,117841.0,-0.3197455569747709,,
,,,,,,,Brazil,2023-07-19,^BVSP,117552.0,-0.24524571244304294,,
,,,,,,,Brazil,2023-07-20,^BVSP,118083.0,0.45171498570846236,,
,,,,,,,Brazil,2023-07-21,^BVSP,120217.0,1.8072034077724952,,
,,,,,,,Brazil,2023-07-24,^BVSP,121342.0,0.9358077476563142,,
,,,,,,,Brazil,2023-07-25,^BVSP,122008.0,0.5488618944800683,,
,,,,,,,Brazil,2023-07-26,^BVSP,122560.0,0.45242934889515585,,
,,,,,,,Brazil,2023-07-27,^BVSP,119990.0,-2.0969321148825104,,
,,,,,,,Brazil,2023-07-28,^BVSP,120187.0,0.16418034836236384,,
,,,,,,,Brazil,2023-07-31,^BVSP,121943.0,1.4610565202559433,,
,,,,,,,Brazil,2023-08-01,^BVSP,121248.0,-0.5699384138490915,,
,,,,,,,Brazil,2023-08-02,^BVSP,120859.0,-0.32083003430984913,,
,,,,,,,Brazil,2023-08-03,^BVSP,120586.0,-0.2258830538064971,,
,,,,,,,Brazil,2023-08-04,^BVSP,119508.0,-0.893967790622463,,
,,,,,,,Brazil,2023-08-07,^BVSP,119380.0,-0.10710580044850371,,
,,,,,,,Brazil,2023-08-08,^BVSP,119090.0,-0.24292176243927432,,
,,,,,,,Brazil,2023-08-09,^BVSP,118409.0,-0.5718364262322639,,
,,,,,,,Brazil,2023-08-10,^BVSP,118350.0,-0.04982729353343318,,
,,,,,,,Brazil,2023-08-11,^BVSP,118065.0,-0.24081115335867764,,
,,,,,,,Brazil,2023-08-14,^BVSP,116810.0,-1.0629737856265642,,
